,x,y,z,timestamp
0,0.0,0.0,0.0,326.358248728
1,0.0,0.0,0.0,326.358248728
2,0.0,0.0,0.0,326.358248728
3,0.0,0.0,0.0,326.358248728
4,0.0,0.0,0.0,330.358191728
5,0.0,0.0,0.0,330.891624728
6,0.0,0.0,0.0,331.358489728
7,0.0,0.0,0.0,331.891776728
8,0.0,0.0,0.0,332.358383728
9,0.0,0.0,0.0,332.891877728
10,0.0,0.0,0.0,333.358655728
11,0.0,0.0,0.0,333.891729728
12,0.0,0.0,0.0,334.359853728
13,0.0,0.0,0.0,334.825249728
14,0.0,0.0,0.0,335.358453728
15,0.0,0.0,0.0,335.891830728
16,0.0,0.0,0.0,336.358703728
17,0.0,0.0,0.0,336.891964728
18,0.0,0.0,0.0,337.358720728
19,0.0,0.0,0.0,337.892144728
20,0.0,0.0,0.0,338.358609728
21,0.0,0.0,0.0,338.825321728
22,0.0,0.0,0.0,339.291988728
23,0.0,0.0,0.0,339.825405728
24,0.0,0.0,0.0,340.358762728
25,0.0,0.0,0.0,340.892238728
26,0.0,0.0,0.0,341.358859728
27,0.0,0.0,0.0,341.892089728
28,0.0,0.0,0.0,342.358842728
29,0.0,0.0,0.0,342.825491728
30,0.0,0.0,0.0,343.358826728
31,0.0,0.0,0.0,343.825754728
32,0.0,0.0,0.0,344.359101728
33,0.0,0.0,0.0,344.825570728
34,0.0,0.0,0.0,345.359022728
35,0.0,0.0,0.0,345.825718728
36,0.0,0.0,0.0,346.292358728
37,0.0,0.0,0.0,346.892321728
38,0.0,0.0,0.0,347.359109728
39,0.0,0.0,0.0,347.892615728
40,0.0,0.0,0.0,348.359103728
41,0.0,0.0,0.0,348.825975728
42,0.0,0.0,0.0,349.359275728
43,0.02465077188765888,-0.0001433141638547547,-0.001684524435263672,349.825854728
44,0.18986807240364326,-0.0029043448918311694,0.004473368271665885,350.359194728
45,0.3261494020659669,-0.003921071659218662,0.003831968948331923,350.826012728
46,0.4467146710100477,-0.005942174738855953,0.0138780151334514,351.359224728
47,0.6006593663432667,-0.00788164062198396,0.013859814037230082,351.826060728
48,0.7319356685491298,-0.0034065608989752015,0.014315424293354998,352.292602728
49,0.879095453637213,-0.014185639431965165,0.02140986954341799,352.892816728
50,1.0109709262778177,-0.01678631682843546,0.02767999504271755,353.359346728
51,1.16479735755981,-0.02353922817744611,0.03098379050694383,353.826083728
52,1.2909292172562887,-0.03195021655514727,0.034191992570174204,354.359488728
53,1.4415701631622806,-0.02192552719269873,0.05325459759734766,354.825909728
54,1.5888318300141648,-0.028389568516270988,0.05073891518636873,355.359414728
55,1.7261989035186007,0.008930159362791427,0.048919167222802894,355.825925728
56,1.8236364952889714,0.014186708582124497,0.050139393700465634,356.292748728
57,1.975503783223695,0.02145547143280785,0.050582599471627535,356.829905728
58,2.087404609596718,0.02418359717573257,0.05791619410817335,357.292499728
59,2.195039938464214,0.02183809752521891,0.05774360655293783,357.826219728
60,2.3145444687820063,0.03325655996575744,0.05434987641748713,358.359150728
61,2.472585387218752,0.047379290022174204,0.0647617522354303,358.892405728
62,2.5932197459047353,0.05774352727767771,0.07672711928908996,359.359322728
63,2.7310052439403396,0.07050298107630236,0.09040823325221604,359.892539728
64,2.8514901677019786,0.0824672773278367,0.10238632490127511,360.359414728
65,2.989092406472001,0.09705412928537828,0.11608550899659416,360.892656728
66,3.1094060693283017,0.1106162346916205,0.12808249800408877,361.359339728
67,3.2468001239280646,0.12702772982510682,0.14180680481907892,361.892658728
68,3.3669207343492786,0.14218507312571707,0.15382886014660854,362.359474728
69,3.504081721752917,0.1604180894026983,0.1675853372150032,362.826065728
70,3.6239875270441715,0.17716777843556067,0.17963862278176787,363.359374728
71,3.74378565768066,0.19465948222531662,0.19170859016904643,363.826062728
72,3.8805599017872865,0.21555764968516114,0.20552498460870897,364.359472728
73,4.000111402733878,0.23463687812556674,0.2176352109373818,364.892253728
74,4.136591412411197,0.25734730054508,0.23150112891770214,365.426336728
75,4.255874645456408,0.2780103725384559,0.24365776037028503,365.892922728
76,4.392035721549966,0.30252866077828133,0.25758022093816413,366.426212728
77,4.511029102447713,0.3247715766172844,0.26978939436220983,366.892966728
78,4.646846609960479,0.35109297786356,0.28377540519030986,367.426717728
79,4.765528612772011,0.37491142003577366,0.2960432468639056,367.893200728
80,4.900977985820008,0.40303081875621877,0.31009980284097005,368.426303728
81,5.019327147244113,0.42842015281267426,0.3224324272403611,368.892913728
82,5.137513656147164,0.4545408947822444,0.3347973724672496,369.359656728
83,5.272378817688777,0.4852873472730943,0.34897001763369434,369.893031728
84,5.390201128022027,0.5129716125962952,0.36140868956624456,370.360304728
85,5.524637886171663,0.5455019001461556,0.375669070331518,370.893027728
86,5.642074707571649,0.5747442767160155,0.38818754908136166,371.359811728
87,5.776058774200098,0.6090520347985531,0.40254260514131074,371.826530728
88,5.893088893849207,0.6398467970748066,0.4151469547659543,372.359775728
89,6.026596071891741,0.6759253036035696,0.429603606771323,372.826222728
90,6.143198358785434,0.7082664137644221,0.4422998740542874,373.360098728
91,6.2762045471093435,0.7461085904450704,0.456865022218542,373.826601728
92,6.392357956306917,0.779989699601779,0.4696592354529776,374.359961728
93,6.5248391545597535,0.8195881133559706,0.4843397581642443,374.893255728
94,6.640522731417788,0.8550025628300024,0.4972379259402651,375.426754728
95,6.772455044855329,0.8963494272906488,0.5120406783776569,375.893330728
96,6.887647929242976,0.9332902499531555,0.5250487883736392,376.426524728
97,7.00260471262881,0.9709409093448867,0.5381102476774866,376.893541728
98,7.133689004031201,1.0148373487040876,0.5531046189063386,377.426798728
99,7.248124679817332,1.054003607820938,0.566284762014778,377.893695728
100,7.378601628115902,1.0996277911448022,0.581418164413248,378.426846728
101,7.492495587202172,1.1403019281351439,0.59472292228184,378.893408728
102,7.622341700832298,1.1876448568987195,0.6100021199267069,379.426523728
103,7.735673443091542,1.2298188465826938,0.6234373984432161,379.893555728
104,7.864865357388771,1.278871176514187,0.6388691260827465,380.427037728
105,7.977614495790674,1.3225366919980688,0.6524408048790994,380.893523728
106,8.106128977690819,1.3732887349585596,0.6680317665782707,381.426948728
107,8.218275242403017,1.4184371493098151,0.6817456978477958,381.893671728
108,8.346089195115773,1.4708788752421451,0.6975025656396903,382.427030728
109,8.457612437581378,1.5175012632248446,0.7113645729598763,382.893650728
110,8.584702905236524,1.571622302171288,0.7272939855035199,383.427056728
111,8.695583102227255,1.619709442041528,0.7413098626645319,383.894283728
112,8.82192727449251,1.675499086229835,0.7574184239094456,384.427070728
113,8.93214453213662,1.7250414615908043,0.7715939337486322,384.893913728
114,9.057719748806228,1.7824886675882026,0.7878882116063664,385.427163728
115,9.16725430659039,1.8334764693045258,0.8022290848489951,385.893832728
116,9.292038062143494,1.8925698602392427,0.8187156098719132,386.428960728
117,9.400870296887879,1.9449929884102057,0.8332275439783625,386.893544728
118,9.52484024501579,2.0057208562600666,0.8499128080459393,387.427136728
119,9.63295067482151,2.0595689222513376,0.8646014660655864,387.893916728
120,9.756084632922933,2.121919230198978,0.8814919210784875,388.427454728
121,9.863453921091066,2.17718155873241,0.8963629305105141,388.893933728
122,9.985729874734417,2.241141943586632,0.9134649870927153,389.360776728
123,10.092338833655822,2.297807574887726,0.9285239387540679,389.894060728
124,10.213734941007685,2.363365349570505,0.94584396496328,390.360930728
125,10.319564536022824,2.421423041573102,0.961096411864008,390.894055728
126,10.425023957770183,2.4801264357362385,0.9764410459957296,391.360796728
127,10.545090485469728,2.5480034282795128,0.9940921881368621,391.894074728
